id,code,name,dept_id,credits,description,avg_gpa,difficulty,enrollment,rating
FSTC410,FSTC 410,Nutritional Pharmacometrics of Food Compounds,FSTC,3,Nutritional pharmacokinetics and pharmacodynamics of food compounds; specific examples of toxicological and pharmacological effects of food compounds.,-1,Unknown,0,3.0
FSTC416,FSTC 416,Precision Fermentation and Future of Foods,FSTC,3,"Exploration of precision fermentation; bioprocessing to gene editing, and its applications in sustainable food production.",-1,Unknown,0,3.0
FSTC420,FSTC 420,Supervised Research in Mediterranean Nutrition and Food Processing in Italy,FSTC,3,"Exploration of principles of Mediterranean diet, European nutrition regulatory aspects, wine-making and food processing in Italy.",-1,Unknown,0,3.0
FSTC422,FSTC 422,Food Processing for Sustainable Nutrition in Brazil,FSTC,3,"Sustainable nutrition and food processing in Brazil; hands-on learning at the Federal University of Vicosa, the Amazon Biotechnology Center, food processing plants and other research centers in the Amazon, central Brazil and Rio De Janeiro.",-1,Unknown,0,3.0
FSTC430,FSTC 430,Innovative Functional Food Ingredients,FSTC,3,"Exploration of the impact of functional food ingredients on human health and the microbiome, processing, quality control, and regulatory compliance under FDA and FTC guidelines.",-1,Unknown,0,3.0
FSTC444,FSTC 444,Fundamentals of Food Law,FSTC,3,"History, development of, and fundamental principles behind current food regulations, including food labeling, adulteration, food safety, food additives, dietary supplements, and import and export laws; overview of government agency jurisdiction, international law and ethics.",3.33,Moderate,20,3.0
FSTC457,FSTC 457,Hazard Analysis and Critical Control Point System,FSTC,3,Hazard Analysis and Critical Control Point (HACCP) principles specifically related to meat and poultry; microbiological and process overviews; good manufacturing practices and standard operating procedures development.,4.0,Light,0,3.0
FSTC470,FSTC 470,Quality Assurance for the Food Industry,FSTC,3,Principles of food system process control including statistical process control (SPC) and the tools required to assure uniform communication and understanding of quality assurance systems.,-1,Unknown,0,3.0
FSTC481,FSTC 481,Seminar,FSTC,1,Guidelines and practice in journal article review and making effective technical presentations; strategies for conducting a job search; development of résumés and letters and interviewing targeted for careers in the food industry or graduate school.,3.84,Light,17,3.0
FSTC484,FSTC 484,Internship,FSTC,6,"Professional internship or practical food science experience in the food industry, non-profit organization, or other entity by instructor. Must be taken on a satisfactory/unsatisfactory basis.",-1,Unknown,0,3.0
FSTC485,FSTC 485,Directed Studies,FSTC,4,Directed study on selected problems in the area of food science not covered in other courses. 0 GPR in major and overall.,4.0,Light,8,3.0
FSTC487,FSTC 487,Sensory Evaluation of Foods,FSTC,3,"Application of sensory science principles and practices to food systems including an understanding of discriminative, descriptive and consumer sensory techniques.",3.79,Light,7,3.0
FSTC489,FSTC 489,Special Topics in...,FSTC,4,Selected topics in an identified area of food science and technology. May be repeated for credit.,-1,Unknown,0,3.3
FSTC491,FSTC 491,Research,FSTC,4,Research conducted under the direction of a faculty member in food science. May be repeated 3 times for credit. Registration in multiple sections of this course are possible within a given semester provided that the per semester credit hour limit is not exceeded.,3.83,Light,7,3.0
FYEX101,FYEX 101,First Year Experience,FYEX,0,"Development of self-efficacy, self-awareness and a sense of purpose; active engagement in the learning environment inside and outside of the classroom; social integration within the university community; also taught at Galveston and Qatar campuses. Must be taken on a satisfactory/unsatisfactory basis.",-1,Unknown,0,4.6
GENE101,GENE 101,Introduction to Biochemical and Genetics Research Methods,GENE,1,"Foundational concepts for biochemistry and genetics research methods; topics include principles of the scientific method, experimental design, analytical tools, and logical thinking, with a special focus on the use of emerging technologies such as artificial intelligence (AI) in biochemical and genetics research.",3.7,Light,0,3.7
GENE102,GENE 102,Introduction to Biochemical and Genetic Techniques,GENE,1,Introduction to biochemistry and genetics essential techniques; concepts learned from BICH/ GENE 101/BICH 101 utilized in practical laboratory situations to understand the relevance and use of these techniques in real-world research settings.,-1,Unknown,0,3.0
GENE201,GENE 201,Introduction to Information Literacy and Artificial Intelligence Tools for Biochemistry and Genetics,GENE,1,"Introduction to essential skills and knowledge for effective learning, information retrieval, evaluation, and utilization of AI tools in the fields of biochemistry and genetics; developing critical thinking abilities, learning to navigate scientific literature, evaluating the credibility of information sources, and leveraging AI tools to enhance their research and problem-solving capabilities.",-1,Unknown,0,4.0
GENE202,GENE 202,Biochemical and Genetic Concepts in Medicine - Case Studies,GENE,1,"Exploration of the link between fundamental genetic and biochemical processes and disease states, using case studies of several human diseases; deeper comprehension and critical thinking about molecular causes of diseases and treatment strategies.",-1,Unknown,0,3.0
GENE285,GENE 285,Directed Studies,GENE,4,Introduction to laboratory research.,-1,Unknown,0,3.0
GENE301,GENE 301,Comprehensive Genetics,GENE,3,"Survey of the fundamental principles of genetics: Physical basis of Mendelian inheritance, expression and interaction of genes, linkage, sex linkage, biochemical nature of genetic material and mutation. Only one of the following will satisfy the requirements for a degree: GENE 301 , GENE 302 , GENE 315 or GENE 320/BIMS 320 . Not open to biochemistry or genetics majors.",3.02,Challenging,509,4.0
GENE302,GENE 302,Principles of Genetics,GENE,3,"Mechanisms of inheritance, stressing the conservation of fundamental genetic processes throughout evolution, from bacteria to humans; mutations and phenotypes, Mendelian genetics, population genetics and evolution, and complex inheritance. Course designed for biochemistry, genetics and all majors in biology. Only one of the following will satisfy the requirements for a degree: GENE 301 , GENE 302 , GENE 315 or GENE 320/BIMS 320 .",3.08,Challenging,287,3.5
